,State,County,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
2699,TX,Kendall,"19,145","18,518",627,3.0
2700,TX,Kenedy,282,273,9,3.0
2701,TX,Kent,497,484,13,3.0
2702,TX,Kerr,"21,163","20,386",777,4.0
2703,TX,Kimble,"1,998","1,926",72,4.0
2704,TX,King,200,193,7,4.0
2705,TX,Kinney,"1,184","1,109",75,6.0
2706,TX,Kleberg,"14,385","13,537",848,6.0
2707,TX,Knox,"1,680","1,617",63,4.0
2708,TX,Lamar,"22,164","21,107","1,057",5.0
2709,TX,Lamb,"5,504","5,013",491,9.0
2710,TX,Lampasas,"9,048","8,651",397,4.0
2711,TX,La,"4,265","4,088",177,4.0
2712,TX,Lavaca,"8,798","8,465",333,4.0
2713,TX,Lee,"9,294","8,964",330,4.0
2714,TX,Leon,"6,927","6,558",369,5.0
2715,TX,Liberty,"30,920","28,789","2,131",7.0
2716,TX,Limestone,"8,572","8,143",429,5.0
2717,TX,Lipscomb,"1,723","1,656",67,4.0
2718,TX,Live,"5,885","5,649",236,4.0
2719,TX,Llano,"8,142","7,797",345,4.0
2720,TX,Loving,77,73,4,5.0
2721,TX,Lubbock,"149,461","144,381","5,080",3.0
2722,TX,Lynn,"2,760","2,649",111,4.0
2723,TX,McCulloch,"3,920","3,732",188,5.0
2724,TX,McLennan,"112,473","107,905","4,568",4.0
2725,TX,McMullen,968,948,20,2.0
2726,TX,Madison,"5,112","4,893",219,4.0
2727,TX,Marion,"4,410","4,124",286,7.0
2728,TX,Martin,"2,581","2,491",90,4.0
2729,TX,Mason,"1,802","1,733",69,4.0
2730,TX,Matagorda,"17,163","16,007","1,156",7.0
2731,TX,Maverick,"23,622","21,109","2,513",11.0
2732,TX,Medina,"20,406","19,515",891,4.0
2733,TX,Menard,856,812,44,5.0
2734,TX,Midland,"88,310","85,257","3,053",4.0
2735,TX,Milam,"10,112","9,583",529,5.0
2736,TX,Mills,"1,988","1,915",73,4.0
2737,TX,Mitchell,"2,742","2,588",154,6.0
2738,TX,Montague,"9,696","9,285",411,4.0
2739,TX,Montgomery,"258,004","247,065","10,939",4.0
2740,TX,Moore,"11,102","10,756",346,3.0
2741,TX,Morris,"5,309","4,843",466,9.0
2742,TX,Motley,492,475,17,4.0
2743,TX,Nacogdoches,"28,107","26,789","1,318",5.0
2744,TX,Navarro,"22,868","21,908",960,4.0
2745,TX,Newton,"5,363","4,960",403,8.0
2746,TX,Nolan,"6,907","6,628",279,4.0
2747,TX,Nueces,"165,671","157,500","8,171",5.0
2748,TX,Ochiltree,"5,268","5,044",224,4.0
2749,TX,Oldham,913,886,27,3.0
2750,TX,Orange,"37,152","34,727","2,425",7.0
2751,TX,Palo,"13,156","12,472",684,5.0
2752,TX,Panola,"11,560","10,957",603,5.0
2753,TX,Parker,"59,517","57,048","2,469",4.0
2754,TX,Parmer,"4,964","4,847",117,2.0
2755,TX,Pecos,"6,860","6,506",354,5.0
2756,TX,Polk,"17,026","15,996","1,030",6.0
2757,TX,Potter,"56,208","54,338","1,870",3.0
2758,TX,Presidio,"3,113","2,782",331,11.0
2759,TX,Rains,"5,407","5,161",246,5.0
2760,TX,Randall,"69,033","67,037","1,996",3.0
2761,TX,Reagan,"1,927","1,840",87,5.0
2762,TX,Real,"1,062","1,008",54,5.0
2763,TX,Red,"4,905","4,597",308,6.0
2764,TX,Reeves,"5,674","5,402",272,5.0
2765,TX,Refugio,"3,303","3,128",175,5.0
2766,TX,Roberts,455,437,18,4.0
2767,TX,Robertson,"7,242","6,897",345,5.0
2768,TX,Rockwall,"44,862","43,181","1,681",4.0
2769,TX,Runnels,"4,667","4,494",173,4.0
2770,TX,Rusk,"22,825","21,740","1,085",5.0
2771,TX,Sabine,"3,498","3,173",325,9.0
2772,TX,San,"2,796","2,543",253,9.0
2773,TX,San,"11,281","10,649",632,6.0
2774,TX,San,"30,206","28,240","1,966",7.0
2775,TX,San,"2,244","2,162",82,4.0
2776,TX,Schleicher,"1,500","1,421",79,5.0
2777,TX,Scurry,"8,161","7,823",338,4.0
2778,TX,Shackelford,"2,081","2,022",59,3.0
2779,TX,Shelby,"11,368","10,771",597,5.0
2780,TX,Sherman,"1,419","1,380",39,3.0
2781,TX,Smith,"103,648","99,018","4,630",5.0
2782,TX,Somervell,"4,107","3,901",206,5.0
2783,TX,Starr,"25,855","22,376","3,479",14.0
2784,TX,Stephens,"4,104","3,932",172,4.0
2785,TX,Sterling,746,721,25,3.0
2786,TX,Stonewall,662,633,29,4.0
2787,TX,Sutton,"1,718","1,614",104,6.0
2788,TX,Swisher,"2,730","2,600",130,5.0
2789,TX,Tarrant,"990,682","949,513","41,169",4.0
2790,TX,Taylor,"63,301","60,982","2,319",4.0
2791,TX,Terrell,434,413,21,5.0
2792,TX,Terry,"5,398","5,146",252,5.0
2793,TX,Throckmorton,780,755,25,3.0
2794,TX,Titus,"12,728","11,993",735,6.0
2795,TX,Tom,"54,503","52,270","2,233",4.0
2796,TX,Travis,"655,166","633,703","21,463",3.0
2797,TX,Trinity,"5,477","5,155",322,6.0
2798,TX,Tyler,"7,361","6,846",515,7.0
2799,TX,Upshur,"17,961","17,019",942,5.0
2800,TX,Upton,"1,783","1,713",70,4.0
2801,TX,Uvalde,"11,671","11,084",587,5.0
2802,TX,Val,"19,556","18,383","1,173",6.0
2803,TX,Van,"24,191","23,105","1,086",5.0
2804,TX,Victoria,"45,297","43,402","1,895",4.0
2805,TX,Walker,"22,959","21,799","1,160",5.0
2806,TX,Waller,"21,643","20,606","1,037",5.0
2807,TX,Ward,"5,908","5,655",253,4.0
2808,TX,Washington,"15,347","14,617",730,5.0
2809,TX,Webb,"111,696","106,415","5,281",5.0
2810,TX,Wharton,"21,213","20,278",935,4.0
2811,TX,Wheeler,"2,819","2,710",109,4.0
2812,TX,Wichita,"55,280","52,914","2,366",4.0
2813,TX,Wilbarger,"5,105","4,859",246,5.0
2814,TX,Willacy,"6,741","5,863",878,13.0
2815,TX,Williamson,"263,790","254,693","9,097",3.0
2816,TX,Wilson,"22,955","22,085",870,4.0
2817,TX,Winkler,"3,100","2,924",176,6.0
2818,TX,Wise,"28,650","27,323","1,327",5.0
2819,TX,Wood,"16,746","15,860",886,5.0
2820,TX,Yoakum,"4,043","3,891",152,4.0
2821,TX,Young,"8,462","8,102",360,4.0
2822,TX,Zapata,"6,185","5,713",472,8.0
2823,TX,Zavala,"3,804","3,379",425,11.0
2825,UT,Beaver,"3,123","3,005",118,4.0
2826,UT,Box,"24,030","23,142",888,4.0
2827,UT,Cache,"60,175","58,330","1,845",3.0
2828,UT,Carbon,"8,729","8,232",497,6.0
2829,UT,Daggett,468,446,22,5.0
2830,UT,Davis,"160,321","154,896","5,425",3.0
2831,UT,Duchesne,"8,827","8,162",665,8.0
2832,UT,Emery,"4,413","4,145",268,6.0
2833,UT,Garfield,"2,762","2,515",247,9.0
2834,UT,Grand,"5,624","5,282",342,6.0
2835,UT,Iron,"20,376","19,470",906,4.0
2836,UT,Juab,"4,949","4,753",196,4.0
2837,UT,Kane,"3,634","3,473",161,4.0
2838,UT,Millard,"6,138","5,923",215,4.0
2839,UT,Morgan,"4,939","4,785",154,3.0
2840,UT,Piute,466,436,30,6.0
2841,UT,Rich,"1,048","1,010",38,4.0
2842,UT,Salt,"586,753","566,890","19,863",3.0
2843,UT,San,"5,730","5,278",452,8.0
2844,UT,Sanpete,"11,443","10,970",473,4.0
2845,UT,Sevier,"9,532","9,107",425,5.0
2846,UT,Summit,"23,120","22,355",765,3.0
2847,UT,Tooele,"29,601","28,374","1,227",4.0
2848,UT,Uintah,"15,339","14,295","1,044",7.0
2849,UT,Utah,"266,645","257,951","8,694",3.0
2850,UT,Wasatch,"13,288","12,821",467,4.0
2851,UT,Washington,"63,800","61,197","2,603",4.0
2852,UT,Wayne,"1,417","1,288",129,9.0
2853,UT,Weber,"117,485","112,666","4,819",4.0
2855,VT,Addison,"20,682","19,964",718,4.0
2856,VT,Bennington,"18,565","17,782",783,4.0
2857,VT,Caledonia,"15,073","14,370",703,5.0
2858,VT,Chittenden,"94,808","92,227","2,581",3.0
2859,VT,Essex,"2,755","2,596",159,6.0
2860,VT,Franklin,"27,281","26,308",973,4.0
2861,VT,Grand,"3,933","3,776",157,4.0
2862,VT,Lamoille,"13,769","13,130",639,5.0
2863,VT,Orange,"15,883","15,338",545,3.0
2864,VT,Orleans,"13,589","12,828",761,6.0
2865,VT,Rutland,"31,255","29,925","1,330",4.0
2866,VT,Washington,"34,037","32,849","1,188",4.0
2867,VT,Windham,"23,441","22,605",836,4.0
2868,VT,Windsor,"29,449","28,501",948,3.0
2870,VA,Accomack,"15,877","15,012",865,5.0
2871,VA,Albemarle,"53,914","51,809","2,105",4.0
2872,VA,Alleghany,"7,048","6,691",357,5.0
2873,VA,Amelia,"6,191","5,914",277,5.0
2874,VA,Amherst,"15,279","14,549",730,5.0
2875,VA,Appomattox,"7,038","6,694",344,5.0
2876,VA,Arlington,"144,282","140,217","4,065",3.0
2877,VA,Augusta,"36,642","35,139","1,503",4.0
2878,VA,Bath,"2,536","2,433",103,4.0
2879,VA,Bedford,"38,228","36,531","1,697",4.0
2880,VA,Bland,"2,781","2,623",158,6.0
2881,VA,Botetourt,"17,388","16,659",729,4.0
2882,VA,Brunswick,"6,332","5,901",431,7.0
2883,VA,Buchanan,"7,277","6,487",790,11.0
2884,VA,Buckingham,"6,293","5,920",373,6.0
2885,VA,Campbell,"26,223","24,982","1,241",5.0
2886,VA,Caroline,"14,732","13,981",751,5.0
2887,VA,Carroll,"13,049","12,351",698,5.0
2888,VA,Charles,"3,717","3,519",198,5.0
2889,VA,Charlotte,"5,251","4,951",300,6.0
2890,VA,Chesterfield,"177,952","170,285","7,667",4.0
2891,VA,Clarke,"7,430","7,134",296,4.0
2892,VA,Craig,"2,380","2,249",131,6.0
2893,VA,Culpeper,"23,103","22,098","1,005",4.0
2894,VA,Cumberland,"4,555","4,320",235,5.0
2895,VA,Dickenson,"4,911","4,415",496,10.0
2896,VA,Dinwiddie,"13,311","12,589",722,5.0
2897,VA,Essex,"5,511","5,214",297,5.0
2898,VA,Fairfax,"613,618","591,702","21,916",4.0
2899,VA,Fauquier,"35,726","34,315","1,411",4.0
2900,VA,Floyd,"8,292","7,962",330,4.0
2901,VA,Fluvanna,"13,160","12,664",496,4.0
2902,VA,Franklin,"26,444","25,209","1,235",5.0
2903,VA,Frederick,"44,612","42,841","1,771",4.0
2904,VA,Giles,"7,943","7,531",412,5.0
2905,VA,Gloucester,"19,090","18,312",778,4.0
2906,VA,Goochland,"10,616","10,172",444,4.0
2907,VA,Grayson,"7,045","6,628",417,6.0
2908,VA,Greene,"9,848","9,481",367,4.0
2909,VA,Greensville,"4,172","3,947",225,5.0
2910,VA,Halifax,"15,199","14,232",967,6.0
2911,VA,Hanover,"56,233","54,052","2,181",4.0
2912,VA,Henrico,"176,916","169,312","7,604",4.0
2913,VA,Henry,"22,353","20,920","1,433",6.0
2914,VA,Highland,"1,339","1,292",47,4.0
2915,VA,Isle,"18,801","17,941",860,5.0
2916,VA,James,"34,291","32,805","1,486",4.0
2917,VA,King,"3,631","3,456",175,5.0
2918,VA,King,"12,053","11,479",574,5.0
2919,VA,King,"8,704","8,336",368,4.0
2920,VA,Lancaster,"5,130","4,791",339,7.0
2921,VA,Lee,"8,572","7,952",620,7.0
2922,VA,Loudoun,"200,054","192,918","7,136",4.0
2923,VA,Louisa,"18,790","17,993",797,4.0
2924,VA,Lunenburg,"5,284","5,014",270,5.0
2925,VA,Madison,"7,224","6,978",246,3.0
2926,VA,Mathews,"4,072","3,901",171,4.0
2927,VA,Mecklenburg,"12,514","11,748",766,6.0
2928,VA,Middlesex,"4,980","4,769",211,4.0
2929,VA,Montgomery,"49,724","47,573","2,151",4.0
2930,VA,Nelson,"7,266","6,970",296,4.0
2931,VA,New,"11,213","10,785",428,4.0
2932,VA,Northampton,"6,098","5,725",373,6.0
2933,VA,Northumberland,"5,464","5,130",334,6.0
2934,VA,Nottoway,"7,129","6,806",323,5.0
2935,VA,Orange,"16,053","15,315",738,5.0
2936,VA,Page,"11,642","10,840",802,7.0
2937,VA,Patrick,"7,638","7,224",414,5.0
2938,VA,Pittsylvania,"30,069","28,472","1,597",5.0
2939,VA,Powhatan,"13,388","12,855",533,4.0
2940,VA,Prince,"10,057","9,428",629,6.0
2941,VA,Prince,"14,871","14,067",804,5.0
2942,VA,Prince,"231,347","221,783","9,564",4.0
2943,VA,Pulaski,"16,309","15,483",826,5.0
2944,VA,Rappahannock,"3,734","3,579",155,4.0
2945,VA,Richmond,"3,900","3,722",178,5.0
2946,VA,Roanoke,"49,070","47,142","1,928",4.0
2947,VA,Rockbridge,"10,321","9,835",486,5.0
2948,VA,Rockingham,"40,108","38,457","1,651",4.0
2949,VA,Russell,"11,423","10,673",750,7.0
2950,VA,Scott,"9,500","9,010",490,5.0
2951,VA,Shenandoah,"21,034","20,135",899,4.0
2952,VA,Smyth,"13,460","12,582",878,7.0
2953,VA,Southampton,"9,196","8,827",369,4.0
2954,VA,Spotsylvania,"63,800","60,840","2,960",5.0
2955,VA,Stafford,"66,649","63,674","2,975",5.0
2956,VA,Surry,"3,716","3,528",188,5.0
2957,VA,Sussex,"4,073","3,794",279,7.0
2958,VA,Tazewell,"16,612","15,382","1,230",7.0
2959,VA,Warren,"19,619","18,684",935,5.0
2960,VA,Washington,"26,978","25,683","1,295",5.0
2961,VA,Westmoreland,"8,920","8,439",481,5.0
2962,VA,Wise,"13,783","12,641","1,142",8.0
2963,VA,Wythe,"13,642","12,901",741,5.0
2964,VA,York,"31,991","30,618","1,373",4.0
2965,VA,Alexandria,"94,154","91,055","3,099",3.0
2966,VA,Bristol,"7,513","7,110",403,5.0
2967,VA,Buena,"3,293","3,126",167,5.0
2968,VA,Charlottesville,"24,644","23,734",910,4.0
2969,VA,Chesapeake,"116,309","111,025","5,284",5.0
2970,VA,Colonial,"8,665","8,256",409,5.0
2971,VA,Covington,"2,418","2,272",146,6.0
2972,VA,Danville,"19,117","17,735","1,382",7.0
2973,VA,Emporia,"2,245","2,089",156,7.0
2974,VA,Fairfax,"12,799","12,351",448,4.0
2975,VA,Falls,"7,844","7,605",239,3.0
2976,VA,Franklin,"3,608","3,366",242,7.0
2977,VA,Fredericksburg,"13,367","12,652",715,5.0
2978,VA,Galax,"2,946","2,784",162,6.0
2979,VA,Hampton,"64,261","60,397","3,864",6.0
2980,VA,Harrisonburg,"23,883","22,615","1,268",5.0
2981,VA,Hopewell,"9,620","8,891",729,8.0
2982,VA,Lexington,"2,252","2,098",154,7.0
2983,VA,Lynchburg,"35,627","33,633","1,994",6.0
2984,VA,Manassas,"21,593","20,696",897,4.0
2985,VA,Manassas,"8,333","7,984",349,4.0
2986,VA,Martinsville,"5,357","4,886",471,9.0
2987,VA,Newport,"88,807","83,972","4,835",5.0
2988,VA,Norfolk,"110,521","104,347","6,174",6.0
2989,VA,Norton,"1,733","1,612",121,7.0
2990,VA,Petersburg,"13,502","12,262","1,240",9.0
2991,VA,Poquoson,"6,200","5,960",240,4.0
2992,VA,Portsmouth,"44,252","41,493","2,759",6.0
2993,VA,Radford,"8,291","7,822",469,6.0
2994,VA,Richmond,"112,703","106,819","5,884",5.0
2995,VA,Roanoke,"48,902","46,508","2,394",5.0
2996,VA,Salem,"12,765","12,201",564,4.0
2997,VA,Staunton,"11,809","11,295",514,4.0
2998,VA,Suffolk,"42,290","40,190","2,100",5.0
2999,VA,Virginia,"228,767","218,950","9,817",4.0
3000,VA,Waynesboro,"10,010","9,531",479,5.0
3001,VA,Williamsburg,"6,657","6,235",422,6.0
3002,VA,Winchester,"14,199","13,576",623,4.0
3004,WA,Adams,"8,618","8,018",600,7.0
3005,WA,Asotin,"9,679","9,212",467,5.0
3006,WA,Benton,"91,760","85,591","6,169",7.0
3007,WA,Chelan,"42,636","40,246","2,390",6.0
3008,WA,Clallam,"26,809","24,621","2,188",8.0
3009,WA,Clark,"214,351","200,483","13,868",7.0
3010,WA,Columbia,"1,695","1,583",112,7.0
3011,WA,Cowlitz,"44,124","40,697","3,427",8.0
3012,WA,Douglas,"19,776","18,503","1,273",6.0
3013,WA,Ferry,"2,477","2,223",254,10.0
3014,WA,Franklin,"38,981","36,002","2,979",8.0
3015,WA,Garfield,930,872,58,6.0
3016,WA,Grant,"44,711","41,432","3,279",7.0
3017,WA,Grays,"26,928","24,474","2,454",9.0
3018,WA,Island,"31,767","29,814","1,953",6.0
3019,WA,Jefferson,"11,200","10,397",803,7.0
3020,WA,King,"1,178,040","1,127,580","50,460",4.0
3021,WA,Kitsap,"115,357","108,912","6,445",6.0
3022,WA,Kittitas,"20,847","19,544","1,303",6.0
3023,WA,Klickitat,"9,458","8,775",683,7.0
3024,WA,Lewis,"31,232","28,588","2,644",9.0
3025,WA,Lincoln,"4,877","4,590",287,6.0
3026,WA,Mason,"23,021","21,208","1,813",8.0
3027,WA,Okanogan,"21,239","19,756","1,483",7.0
3028,WA,Pacific,"8,101","7,368",733,9.0
3029,WA,Pend,"4,602","4,155",447,10.0
3030,WA,Pierce,"392,345","366,996","25,349",7.0
3031,WA,San,"7,721","7,346",375,5.0
3032,WA,Skagit,"56,713","52,843","3,870",7.0
3033,WA,Skamania,"4,950","4,580",370,8.0
3034,WA,Snohomish,"401,650","382,890","18,760",5.0
3035,WA,Spokane,"227,903","212,951","14,952",7.0
3036,WA,Stevens,"17,451","15,886","1,565",9.0
3037,WA,Thurston,"125,764","118,204","7,560",6.0
3038,WA,Wahkiakum,"1,294","1,177",117,9.0
3039,WA,Walla,"28,054","26,395","1,659",6.0
3040,WA,Whatcom,"104,285","98,036","6,249",6.0
3041,WA,Whitman,"22,754","21,641","1,113",5.0
3042,WA,Yakima,"121,810","111,910","9,900",8.0
3044,WV,Barbour,"6,883","6,373",510,7.0
3045,WV,Berkeley,"53,787","51,146","2,641",5.0
3046,WV,Boone,"8,166","7,371",795,10.0
3047,WV,Braxton,"5,449","4,962",487,9.0
3048,WV,Brooke,"10,064","9,325",739,7.0
3049,WV,Cabell,"41,187","38,945","2,242",5.0
3050,WV,Calhoun,"2,756","2,412",344,13.0
3051,WV,Clay,"3,264","2,899",365,11.0
3052,WV,Doddridge,"3,634","3,433",201,6.0
3053,WV,Fayette,"16,240","14,844","1,396",9.0
3054,WV,Gilmer,"2,699","2,488",211,8.0
3055,WV,Grant,"5,751","5,314",437,8.0
3056,WV,Greenbrier,"15,324","14,318","1,006",7.0
3057,WV,Hampshire,"9,603","9,064",539,6.0
3058,WV,Hancock,"12,965","11,953","1,012",8.0
3059,WV,Hardy,"5,456","5,048",408,8.0
3060,WV,Harrison,"31,771","29,765","2,006",6.0
3061,WV,Jackson,"11,882","11,024",858,7.0
3062,WV,Jefferson,"27,688","26,548","1,140",4.0
3063,WV,Kanawha,"86,005","80,842","5,163",6.0
3064,WV,Lewis,"6,962","6,387",575,8.0
3065,WV,Lincoln,"7,338","6,622",716,10.0
3066,WV,Logan,"11,469","10,181","1,288",11.0
3067,WV,McDowell,"5,331","4,650",681,13.0
3068,WV,Marion,"25,958","24,174","1,784",7.0
3069,WV,Marshall,"14,018","12,829","1,189",9.0
3070,WV,Mason,"9,944","9,095",849,9.0
3071,WV,Mercer,"21,914","20,322","1,592",7.0
3072,WV,Mineral,"11,594","10,742",852,7.0
3073,WV,Mingo,"7,229","6,278",951,13.0
3074,WV,Monongalia,"50,337","47,964","2,373",5.0
3075,WV,Monroe,"5,735","5,415",320,6.0
3076,WV,Morgan,"7,455","7,045",410,6.0
3077,WV,Nicholas,"9,911","9,013",898,9.0
3078,WV,Ohio,"20,609","19,451","1,158",6.0
3079,WV,Pendleton,"3,565","3,399",166,5.0
3080,WV,Pleasants,"2,977","2,724",253,9.0
3081,WV,Pocahontas,"3,582","3,290",292,8.0
3082,WV,Preston,"14,601","13,689",912,6.0
3083,WV,Putnam,"25,470","24,042","1,428",6.0
3084,WV,Raleigh,"30,272","28,032","2,240",7.0
3085,WV,Randolph,"11,870","11,036",834,7.0
3086,WV,Ritchie,"4,483","4,169",314,7.0
3087,WV,Roane,"5,210","4,610",600,12.0
3088,WV,Summers,"4,509","4,191",318,7.0
3089,WV,Taylor,"7,720","7,257",463,6.0
3090,WV,Tucker,"3,415","3,206",209,6.0
3091,WV,Tyler,"3,647","3,305",342,9.0
3092,WV,Upshur,"9,637","8,862",775,8.0
3093,WV,Wayne,"15,531","14,425","1,106",7.0
3094,WV,Webster,"3,463","3,201",262,8.0
3095,WV,Wetzel,"7,144","6,428",716,10.0
3096,WV,Wirt,"2,251","2,018",233,10.0
3097,WV,Wood,"36,981","34,648","2,333",6.0
3098,WV,Wyoming,"7,727","6,982",745,10.0
3100,WI,Adams,"8,335","7,730",605,7.0
3101,WI,Ashland,"7,929","7,434",495,6.0
3102,WI,Barron,"24,478","23,258","1,220",5.0
3103,WI,Bayfield,"7,535","6,909",626,8.0
3104,WI,Brown,"139,340","133,668","5,672",4.0
3105,WI,Buffalo,"6,539","6,219",320,5.0
3106,WI,Burnett,"7,279","6,769",510,7.0
3107,WI,Calumet,"27,480","26,500",980,4.0
3108,WI,Chippewa,"33,174","31,612","1,562",5.0
3109,WI,Clark,"17,440","16,678",762,4.0
3110,WI,Columbia,"31,366","29,996","1,370",4.0
3111,WI,Crawford,"7,910","7,448",462,6.0
3112,WI,Dane,"310,992","301,087","9,905",3.0
3113,WI,Dodge,"47,580","45,483","2,097",4.0
3114,WI,Door,"15,495","14,465","1,030",7.0
3115,WI,Douglas,"23,371","22,213","1,158",5.0
3116,WI,Dunn,"23,792","22,723","1,069",5.0
3117,WI,Eau,"58,201","55,986","2,215",4.0
3118,WI,Florence,"2,215","2,066",149,7.0
3119,WI,Fond,"57,074","54,749","2,325",4.0
3120,WI,Forest,"4,000","3,701",299,8.0
3121,WI,Grant,"28,183","26,949","1,234",4.0
3122,WI,Green,"21,107","20,303",804,4.0
3123,WI,Green,"10,001","9,460",541,5.0
3124,WI,Iowa,"13,702","13,121",581,4.0
3125,WI,Iron,"2,623","2,393",230,9.0
3126,WI,Jackson,"10,354","9,861",493,5.0
3127,WI,Jefferson,"45,685","43,752","1,933",4.0
3128,WI,Juneau,"13,521","12,827",694,5.0
3129,WI,Kenosha,"87,548","83,085","4,463",5.0
3130,WI,Kewaunee,"10,901","10,455",446,4.0
3131,WI,La,"66,668","64,098","2,570",4.0
3132,WI,Lafayette,"9,755","9,397",358,4.0
3133,WI,Langlade,"9,483","8,906",577,6.0
3134,WI,Lincoln,"15,270","14,507",763,5.0
3135,WI,Manitowoc,"41,934","39,828","2,106",5.0
3136,WI,Marathon,"73,511","70,555","2,956",4.0
3137,WI,Marinette,"20,762","19,558","1,204",6.0
3138,WI,Marquette,"7,504","7,044",460,6.0
3139,WI,Menominee,"1,605","1,450",155,10.0
3140,WI,Milwaukee,"477,410","449,974","27,436",6.0
3141,WI,Monroe,"22,852","21,835","1,017",5.0
3142,WI,Oconto,"20,357","19,308","1,049",5.0
3143,WI,Oneida,"18,649","17,574","1,075",6.0
3144,WI,Outagamie,"102,033","97,992","4,041",4.0
3145,WI,Ozaukee,"48,275","46,495","1,780",4.0
3146,WI,Pepin,"4,110","3,938",172,4.0
3147,WI,Pierce,"24,151","23,203",948,4.0
3148,WI,Polk,"24,625","23,437","1,188",5.0
3149,WI,Portage,"39,612","37,797","1,815",5.0
3150,WI,Price,"6,856","6,551",305,4.0
3151,WI,Racine,"99,429","93,848","5,581",6.0
3152,WI,Richland,"9,301","8,911",390,4.0
3153,WI,Rock,"83,405","79,082","4,323",5.0
3154,WI,Rusk,"7,001","6,619",382,6.0
3155,WI,St.,"48,846","46,977","1,869",4.0
3156,WI,Sauk,"35,329","33,880","1,449",4.0
3157,WI,Sawyer,"7,822","7,203",619,8.0
3158,WI,Shawano,"21,302","20,265","1,037",5.0
3159,WI,Sheboygan,"61,297","58,986","2,311",4.0
3160,WI,Taylor,"10,707","10,236",471,4.0
3161,WI,Trempealeau,"16,628","15,978",650,4.0
3162,WI,Vernon,"15,505","14,869",636,4.0
3163,WI,Vilas,"10,008","9,307",701,7.0
3164,WI,Walworth,"57,027","54,385","2,642",5.0
3165,WI,Washburn,"7,963","7,536",427,5.0
3166,WI,Washington,"76,121","73,269","2,852",4.0
3167,WI,Waukesha,"221,565","213,153","8,412",4.0
3168,WI,Waupaca,"27,062","25,804","1,258",5.0
3169,WI,Waushara,"11,497","10,774",723,6.0
3170,WI,Winnebago,"91,521","87,644","3,877",4.0
3171,WI,Wood,"34,448","32,552","1,896",6.0
3173,WY,Albany,"20,681","20,027",654,3.0
3174,WY,Big,"5,571","5,323",248,5.0
3175,WY,Campbell,"25,867","24,844","1,023",4.0
3176,WY,Carbon,"8,455","8,139",316,4.0
3177,WY,Converse,"8,332","8,026",306,4.0
3178,WY,Crook,"3,716","3,586",130,4.0
3179,WY,Fremont,"20,289","19,160","1,129",6.0
3180,WY,Goshen,"7,095","6,861",234,3.0
3181,WY,Hot,"2,405","2,304",101,4.0
3182,WY,Johnson,"4,212","4,005",207,5.0
3183,WY,Laramie,"48,727","46,788","1,939",4.0
3184,WY,Lincoln,"8,431","8,032",399,5.0
3185,WY,Natrona,"42,934","40,821","2,113",5.0
3186,WY,Niobrara,"1,330","1,290",40,3.0
3187,WY,Park,"15,801","15,119",682,4.0
3188,WY,Platte,"4,922","4,728",194,4.0
3189,WY,Sheridan,"15,965","15,286",679,4.0
3190,WY,Sublette,"4,580","4,340",240,5.0
3191,WY,Sweetwater,"22,794","21,716","1,078",5.0
3192,WY,Teton,"14,725","14,152",573,4.0
3193,WY,Uinta,"9,695","9,208",487,5.0
3194,WY,Washakie,"4,277","4,097",180,4.0
3195,WY,Weston,"3,970","3,834",136,3.0
